speech_emb_1,speech_emb_2,speech_emb_3,speech_emb_4,speech_emb_5,speech_emb_6,speech_emb_7,speech_emb_8,speech_emb_9,speech_emb_10,speech_emb_11,speech_emb_12,speech_emb_13,speech_emb_14,speech_emb_15,speech_emb_16,speech_emb_17,speech_emb_18,speech_emb_19,speech_emb_20,speech_emb_21,speech_emb_22,speech_emb_23,speech_emb_24,speech_emb_25,speech_emb_26,speech_emb_27,speech_emb_28,speech_emb_29,speech_emb_30,speech_emb_31,speech_emb_32,speech_emb_33,speech_emb_34,speech_emb_35,speech_emb_36,speech_emb_37,speech_emb_38,speech_emb_39,speech_emb_40,speech_emb_41,speech_emb_42,speech_emb_43,speech_emb_44,speech_emb_45,speech_emb_46,speech_emb_47,speech_emb_48,speech_emb_49,speech_emb_50,speech_emb_51,speech_emb_52,speech_emb_53,speech_emb_54,speech_emb_55,speech_emb_56,speech_emb_57,speech_emb_58,speech_emb_59,speech_emb_60,speech_emb_61,speech_emb_62,speech_emb_63,speech_emb_64,emotion,dataset,file_id
-1.1575282,1.1668311,-1.2172651,-0.96093464,-0.8045263,-0.8899938,3.1788902,-0.101237446,-1.1338797,1.5769445,3.022796,4.085507,-0.81477547,-1.1846659,-0.93912673,-0.71919966,-0.99664706,-0.96983254,3.2401998,-1.087721,-1.0182239,-1.1609738,-0.86551887,2.5467136,-0.8058343,1.3055196,-1.4120942,-0.15347995,1.3648667,-0.8797787,-1.1866112,-0.92117816,-1.4001044,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,1.1783309,0.16664532,-1.3413308,5.564566,0.030806294,0.8504768,-0.6639815,-1.0540601,-0.9945429,5.985343,-1.271767,-1.3178319,-0.9453343,4.791387,-1.1768723,-1.2890338,2.589905,-1.2004789,-1.2038156,-0.021860998,-0.9681542,-1.4179676,3.17093,0.2878284,-0.83473015,0.3033153,disgust,CREMA-D,CREMA-D_1001_2890
-1.1575282,2.9818172,-1.1270077,-1.1652883,0.4657674,-0.44117928,2.027849,-0.6711031,-0.3227673,-0.9950174,0.95775396,2.0073617,0.99314743,-1.1846659,-0.93912673,-0.71919966,-0.99664706,-0.4121632,0.21718487,-1.087721,-0.2695005,-1.1609738,-0.86551887,-0.9544858,-0.8058343,-0.38936636,-0.8659537,0.67668307,1.4987465,-0.8797787,-1.1866112,-0.14325054,-1.224759,-0.42333516,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-0.660649,0.88384587,-1.3413308,0.97715545,-0.9472734,-0.18879327,-1.153227,-1.0540601,-0.77413875,0.3869829,-1.271767,-1.2375513,-0.9453343,1.2383716,-1.0906892,-1.2890338,-0.6336766,-1.2004789,-1.2038156,0.8096946,1.4408286,-1.4179676,0.598544,1.9069388,-0.83473015,-0.64235157,disgust,CREMA-D,CREMA-D_1001_2891
-1.1575282,3.728252,1.5935384,-1.1652883,-0.8905688,-0.8899938,0.07526753,1.9259781,1.0942622,-0.9950174,1.3165133,-0.96208006,0.18518008,-1.1846659,-0.93912673,-0.71919966,1.1144117,4.5820503,0.44182983,2.2871537,-1.0182239,-1.1609738,0.025045238,-0.9544858,-0.8058343,-0.38936636,-1.4120942,-1.3894522,-0.5482819,-0.8797787,0.89034367,3.509057,0.35467917,0.62502885,-0.17040889,-1.1763988,-0.7672365,-0.7334168,-1.1226822,1.8680329,-1.3413308,-0.21945761,-1.1427723,-0.7909787,-1.153227,0.26836643,-0.9945429,-1.1405725,-1.271767,-1.3178319,1.4065192,0.5069042,-0.2751581,-1.2890338,-0.6336766,0.053887118,-1.2038156,2.573134,3.2647917,-1.4179676,-1.1382821,3.4340615,0.56923527,1.6056228,fearful,CREMA-D,CREMA-D_1001_2892
-1.1575282,3.117884,0.18221961,-1.1652883,-0.3277012,-0.8899938,2.0716002,0.09269829,0.2500314,-0.9950174,0.94932145,1.1022726,0.64975685,-1.1846659,-0.93912673,-0.71919966,-0.99664706,2.8257344,-0.3747989,0.12913564,-0.08631786,-0.9575153,-0.86551887,-0.9544858,-0.7590513,-0.38936636,-0.8558861,-1.023347,-0.9425255,-0.8797787,-1.1866112,1.7725884,-1.4001044,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,0.9236772,-1.3413308,0.20532556,-1.1427723,-0.7909787,-1.153227,-1.0540601,-0.9945429,-1.1405725,-1.2113329,-1.3178319,-0.9453343,1.9264004,-1.1768723,-1.2890338,-0.6336766,-1.2004789,-1.2038156,1.0572406,4.0918303,-1.4179676,-1.1382821,2.0027544,-0.83473015,-0.64235157,fearful,CREMA-D,CREMA-D_1001_2893
-1.1575282,3.2324965,1.2217009,-1.1652883,0.6284664,-0.8899938,0.4916718,0.6787514,0.39462978,-0.9950174,0.83440924,0.62008667,0.9630646,-0.31208402,-0.93912673,-0.71919966,-0.99664706,3.0157824,0.67327636,0.58562255,0.9610389,-1.1609738,-0.63638216,-0.9544858,-0.8058343,-0.38936636,-0.58185107,-1.2463046,-0.030821048,-0.8797787,-0.7153975,2.3262186,-0.28579715,-0.8675802,-1.0834028,-1.1763988,-0.63606244,-0.7334168,-1.1226822,2.2355921,-1.3413308,0.11209448,-1.1427723,-0.7909787,-1.153227,-1.0540601,-0.37090445,-1.1405725,-1.271767,-1.3178319,0.074484445,1.5417184,-1.0446836,-1.2890338,-0.6336766,-1.2004789,-1.2038156,1.6556817,2.9849656,-1.4179676,-1.1382821,2.6633384,-0.83473015,-0.64235157,fearful,CREMA-D,CREMA-D_1001_2894
-1.1575282,-0.6493301,-0.5699229,-1.1652883,-0.8905688,-0.8899938,-0.64466345,4.376014,1.1788187,-0.9950174,6.193849,-0.96208006,-0.81477547,-1.1846659,-0.93912673,-0.18362135,3.2375271,5.188454,2.3623338,3.1842303,-1.0182239,-1.1609738,1.3115202,-0.9544858,-0.8058343,1.01156,-1.4120942,-1.3894522,-0.9425255,-0.8797787,-1.1866112,2.4556305,-0.76647866,3.1932693,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,-0.9887047,-1.3413308,3.1766176,-1.1427723,-0.7909787,-1.153227,-1.0540601,-0.9945429,-1.1405725,-1.271767,-1.3178319,-0.19837613,0.7050848,0.03200736,-1.2890338,-0.6336766,-0.6334216,-1.2038156,1.5895402,5.635622,-1.2558315,-1.1382821,3.2249835,1.2556384,1.5652338,happy,CREMA-D,CREMA-D_1001_2895
-1.1575282,4.339037,-0.41161194,-1.1652883,1.5529404,-0.8899938,3.1522274,-0.2814967,0.48980674,-0.9950174,0.5958241,2.6329272,1.9605181,-1.1846659,-0.93912673,-0.71919966,-0.99664706,1.9448514,-0.63076943,-0.48918527,-0.63215613,-1.1609738,-0.86551887,-0.9544858,-0.8058343,-0.38936636,-1.4120942,-1.0210154,0.15002537,-0.8797787,-1.1866112,1.9273183,-1.4001044,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,1.1785951,-1.3413308,0.32072726,-1.1427723,-0.7909787,-1.153227,-1.0540601,-0.9945429,-1.1405725,-1.271767,-1.3178319,-0.9453343,2.7079384,-1.1768723,-1.2890338,-0.6336766,-1.2004789,-1.2038156,1.8141863,3.1937609,-1.4179676,-0.85588485,1.9104272,-0.83473015,-0.64235157,happy,CREMA-D,CREMA-D_1001_2896
-1.1575282,2.6314247,0.40549627,-0.26333666,1.4355749,0.25978702,0.9220252,0.0930756,0.34769753,-0.9950174,1.529825,-0.34579659,2.2669065,-1.1846659,-0.2491379,-0.71919966,-0.99664706,2.081875,-0.06874757,1.0777004,-0.2357971,-1.013878,-0.86551887,-0.9544858,-0.7692737,-0.38936636,-0.4621954,-0.93286353,0.66133004,-0.8797787,0.8926865,1.4695666,-0.35343146,-0.7425979,-0.79132915,-1.1763988,-0.7672365,-0.7334168,-1.1226822,1.2421392,-1.3413308,-0.8818311,-1.1427723,-0.7909787,-1.153227,-0.7805275,-0.51474303,-1.1405725,-0.35999796,-1.3178319,0.48436797,0.4066336,-0.88441277,-1.2890338,-0.6336766,-1.2004789,-1.2038156,1.4329617,3.856677,-1.4179676,-1.1382821,2.8771076,-0.83473015,-0.64235157,happy,CREMA-D,CREMA-D_1001_2897
-1.1575282,4.9178095,-1.2172651,-1.1652883,2.712235,1.46955,5.026737,-0.33486593,1.1932732,-0.9950174,-0.02663307,3.9387462,2.308058,-0.16268614,-0.93912673,-0.71919966,-0.99664706,-0.7512079,-0.6014936,-1.087721,-1.0182239,-1.1609738,-0.86551887,-0.9544858,-0.27944955,-0.38936636,-1.4120942,-1.3894522,2.5051997,-0.8797787,-1.1866112,1.1547343,-1.4001044,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,0.92882687,-1.3413308,2.6271179,-1.1427723,-0.074983366,-1.153227,-0.8846743,-0.9945429,0.24037525,-1.271767,-1.3178319,-0.9453343,1.3504664,-1.1768723,-1.2890338,-0.6336766,-1.2004789,-1.2038156,0.6884,2.1967833,-1.4179676,0.98804086,1.813419,-0.83473015,-0.64235157,neutral,CREMA-D,CREMA-D_1001_2898
-1.1575282,3.3488173,-1.1696951,-1.1652883,0.9691022,0.5625939,3.026257,-0.727534,0.37410188,-0.9950174,0.4237328,1.9672976,1.6630328,-0.5496751,-0.93912673,-0.71919966,-0.99664706,-0.028216783,-0.69695544,-1.087721,-0.23522952,-0.68895066,-0.86551887,-0.482878,-0.6531375,-0.38936636,-1.3281951,-0.36943722,1.5445346,-0.8797787,-1.1866112,1.4617571,-1.3889619,-0.8477524,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,1.8957722,-1.3413308,1.1986084,-1.1427723,0.5003874,-1.153227,-1.0540601,-0.9945429,0.5054552,-1.271767,-1.222092,-0.9453343,1.3479874,-1.1768723,-1.2890338,-0.6336766,-1.2004789,-1.2038156,-0.37935308,2.0363195,-1.4179676,0.09325565,2.7006643,-0.83473015,-0.64235157,sad,CREMA-D,CREMA-D_1001_2899
-1.1575282,0.41216946,-1.2172651,-0.34810635,1.9958737,0.22930068,4.9034004,-0.43732074,-1.1338797,-0.40756667,0.66230804,2.4579825,-0.81477547,-1.1846659,-0.93912673,-0.71919966,-0.99664706,-0.96983254,0.1550456,-1.087721,-0.43696797,-1.1609738,-0.23600578,2.0829897,-0.8058343,1.5959905,-1.2749469,1.2794925,-0.027721489,-0.8797787,-1.1866112,-0.92117816,-1.4001044,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,0.89715743,-1.3413308,2.299167,-0.384723,2.67832,0.48947147,-1.0540601,0.277615,3.1730065,-1.271767,-1.3178319,-0.9453343,4.0554314,0.48378313,-1.2890338,-0.2793768,-1.2004789,-1.2038156,-0.3412045,-0.71131396,-1.4179676,2.626669,1.0916564,-0.83473015,-0.33770934,sad,CREMA-D,CREMA-D_1001_2900
-1.1575282,0.44807145,-1.2172651,-0.19176355,2.4875064,0.682954,4.495548,-0.727534,-1.1338797,-0.16884024,1.0748048,2.300644,0.025018914,0.4680346,-0.93912673,-0.71919966,-0.99664706,-0.96983254,-0.69695544,-1.087721,-0.7092737,-1.1609738,0.1888465,0.93924224,-0.8058343,0.20673904,-1.4120942,0.39965108,1.5588777,-0.8797787,-1.1866112,-0.92117816,-1.4001044,-0.89818704,-0.81813973,-1.1763988,-0.7672365,-0.7334168,0.216481,1.2499483,-1.3413308,2.6132417,-0.5565619,2.3958998,-0.50100476,-1.0540601,-0.8012279,3.6535478,-1.271767,-1.2730517,-0.9453343,2.0790837,-1.1768723,-1.2890338,-0.6336766,-1.2004789,-1.2038156,-0.8341942,0.59673953,-1.4179676,1.6286674,1.7889463,-0.83473015,-0.64235157,sad,CREMA-D,CREMA-D_1001_2901
-1.1575282,-1.0584257,-0.52545273,-1.1652883,-0.10942306,0.3842624,0.5621928,-0.010021902,0.39275998,-0.9950174,2.8355074,-0.96208006,-0.81477547,-1.1846659,-0.93912673,-0.71919966,-0.99664706,3.2304897,-0.69695544,1.6964958,-1.0182239,-1.1609738,0.17756523,0.1347103,-0.8058343,0.14370808,-1.4120942,-1.3894522,-0.9425255,-0.8797787,-1.1866112,0.507762,-0.53666043,-0.89818704,-0.60298604,-1.1763988,-0.7672365,-0.7334168,-1.1226822,0.16343518,-1.3413308,0.5283668,-0.022210084,1.3887018,-1.153227,-1.0540601,-0.9945429,-1.1405725,-1.271767,-1.0295714,-0.9453343,-0.39674786,0.73500514,-1.2890338,-0.6336766,-1.2004789,-1.2038156,-0.8341942,2.8275957,-1.4179676,0.21088488,3.7391977,-0.83473015,-0.64235157,angry,CREMA-D,CREMA-D_1001_2902
-1.1575282,-0.907333,-1.2172651,-1.1652883,-0.8905688,-0.4911148,2.7313824,-0.727534,-1.1338797,-0.9950174,0.31289932,3.7592885,-0.81477547,-1.1846659,-0.93912673,-0.71919966,-0.99664706,-0.96983254,-0.69695544,-1.087721,-1.0182239,-1.1609738,-0.86551887,0.2861799,-0.8058343,0.51460075,-1.4120942,1.9471287,1.316455,-0.8797787,-1.1866112,-0.92117816,-1.4001044,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,1.7248272,2.8730745,-1.3413308,4.218132,-1.1427723,3.7751026,-1.153227,-1.0540601,-0.9945429,5.749849,-1.271767,-1.3178319,-0.9453343,1.9845369,1.24909,-1.2890338,-0.098787844,-1.2004789,-1.2038156,-0.8341942,-1.1094819,-1.4179676,4.0358844,1.1581975,-0.83473015,-0.45197502,disgust,CREMA-D,CREMA-D_1001_2903
-1.1575282,0.29488662,-0.14917332,-1.1652883,1.0356463,0.7683793,-0.42143306,0.19735684,1.490342,-0.9950174,1.7112982,-0.5229108,-0.81477547,-1.1846659,-0.93912673,-0.71919966,-0.99664706,1.0659276,-0.69695544,0.59264404,-1.0182239,-0.43374485,-0.52696985,-0.9544858,2.8859277,-0.38936636,-1.4120942,2.3172798,-0.9425255,1.0355446,-0.52466625,0.577099,1.6281084,0.6522111,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,0.85632545,-1.3413308,1.2329688,-0.34975064,1.4601923,-1.153227,-1.0540601,-0.9945429,-1.1405725,-0.5290314,0.116376996,0.00085922057,-0.70802075,0.74367726,-1.2890338,-0.6336766,-1.2004789,0.013755606,0.77637875,2.8684497,-1.4179676,0.12056735,1.7394857,-0.83473015,-0.64235157,fearful,CREMA-D,CREMA-D_1001_2904
-1.1575282,0.63675046,0.21440327,-1.1652883,1.5090804,0.538433,1.5224173,-0.22332375,2.0524006,-0.9950174,1.7906878,-0.003169924,-0.81477547,-1.1846659,-0.93912673,-0.71919966,-0.99664706,2.0089686,-0.69695544,2.746742,-1.0182239,-1.1609738,0.5468106,-0.20982449,-0.78290814,0.15182114,-1.4120942,-0.5964085,-0.9425255,-0.8797787,0.6014489,1.187301,-0.22163302,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-1.1226822,0.9576495,-1.3413308,1.7059816,-1.1427723,0.122380145,-1.153227,-1.0540601,-0.9945429,-1.1405725,-1.271767,-1.3178319,-0.9453343,0.2714147,0.46893793,-1.2890338,-0.6336766,-1.2004789,-1.2038156,1.1429741,3.1632123,-1.4179676,-1.1382821,3.3849988,-0.83473015,-0.5867949,happy,CREMA-D,CREMA-D_1001_2905
-1.1575282,3.126205,-0.08345005,-1.1652883,1.6410022,1.0141749,1.5905572,-0.727534,0.4517577,-0.9950174,-0.13676707,2.2368724,-0.61522686,-0.69585836,-0.93912673,-0.71919966,-0.99664706,1.3061774,-0.69695544,-0.22023389,1.384749,-0.053775508,-0.86551887,-0.9544858,-0.8058343,-0.38936636,-1.4120942,-1.3894522,-0.6198629,-0.8797787,-0.71589583,3.017093,-0.43071485,-0.89818704,-1.0834028,-1.1763988,-0.55344343,-0.7334168,-1.1226822,3.4554179,-1.3413308,0.3900977,-1.1427723,-0.7909787,-1.153227,-1.0540601,-0.9945429,-1.1405725,-1.271767,-1.3178319,-0.9453343,1.2070273,-1.1768723,-1.2890338,-0.6336766,-1.2004789,-1.2038156,-0.26051226,3.5848203,-1.4179676,-1.1382821,2.6784453,-0.83473015,-0.64235157,neutral,CREMA-D,CREMA-D_1001_2906
-1.1575282,1.2292928,-1.2172651,-1.1652883,0.52461874,1.4941651,3.0759592,-0.727534,0.80448174,-0.9950174,1.9055115,3.6301258,-0.81477547,-1.1683947,-0.93912673,-0.71919966,-0.99664706,-0.96983254,-0.69695544,-1.087721,0.022041472,-1.1609738,-0.86551887,-0.049803235,0.7347783,-0.17149362,-1.4120942,-0.021644654,0.28334263,-0.8797787,-1.1866112,-0.11623669,-1.4001044,-0.89818704,-1.0834028,-1.1763988,-0.7672365,-0.7334168,-0.71088773,0.8673508,-1.3413308,3.911793,-1.1427723,1.4218956,-1.153227,-1.0540601,-0.9945429,1.5835893,-1.271767,-0.28992605,-0.9453343,0.74627066,-1.1768723,-1.2890338,-0.6336766,-1.2004789,-1.2038156,-0.8341942,1.2002187,-1.4179676,2.1264079,2.533338,-0.83473015,-0.64235157,sad,CREMA-D,CREMA-D_1001_2907
-1.1575282,1.2822945,-0.77189827,-1.1652883,0.13614266,-0.80719656,0.23234777,-0.727534,-0.26933232,-0.9950174,0.31546208,0.0015554007,-0.60408545,-0.8488388,-0.93912673,-0.71919966,-0.99664706,0.1640433,-0.69695544,-1.087721,-1.0182239,-1.1609738,-0.86551887,-0.48383504,-0.8058343,-0.38936636,-1.4120942,2.1224194,0.6043507,-0.8797787,0.80298305,-0.92117816,-0.19080727,1.4845663,-0.89387923,-1.1763988,-0.7672365,-0.7334168,0.43218303,2.6309798,-1.3413308,1.954275,-0.6252048,0.29245782,-1.153227,-1.0540601,-0.9945429,-1.1405725,-1.271767,-1.3178319,-0.9453343,0.48890522,1.0076315,-1.2890338,-0.6336766,-1.2004789,-0.6398648,1.6244884,1.2866449,-1.4179676,0.97231436,1.8811182,-0.83473015,-0.64235157,angry,CREMA-D,CREMA-D_1001_2908
